-1.9450	3.1706
0.5615	-0.0029
0.6284	0.9183
1.0377	1.9856
3.1217	6.8903
0.6435	2.5546
0.7862	-0.7197
-1.6145	-1.6145
-0.9203	-0.0660
-0.9872	-0.9872
-0.6273	-0.6273
-0.1623	-0.6049
-0.6273	-0.6273
0.4650	0.0224
-0.1623	-0.6049
0.2545	-1.1503
-2.5100	-1.5827
-0.9630	-0.0357
-0.4140	-0.3786
-0.5217	-0.1952
-0.9203	-0.0660
-0.3852	-0.4177
-1.9650	1.0131
-0.9872	-0.9872
-0.6273	-0.6273
-0.2679	2.2076
-0.6273	-0.6273
2.2579	5.7255
0.2383	0.2737
-1.0573	0.6230
-1.0573	0.6230
-0.6273	-0.6273
0.5949	0.1142
-0.9872	-0.9872
-0.6832	-0.6832
-1.6702	-1.7180
-1.3780	-1.0685
9.3185	11.9191
-0.5609	2.7689
-0.9872	-0.9872
0.4186	2.4515
0.3594	2.8349
0.3594	2.8349
0.3594	2.8349
0.4263	3.7561
-1.7092	1.5702
-1.3780	-1.0685
-0.9203	-0.0660
-1.2646	-1.2646
0.4650	0.0224
-0.6273	-0.6273
-1.5950	-1.6258
-1.2646	-1.2646
-1.2646	-1.2646
0.0669	0.9212
0.4650	0.0224
-0.1623	-0.6049
-0.1623	-0.6049
-0.1623	-0.6049
-2.1524	-1.2251
-2.2809	-1.3536
-1.2335	0.8298
0.7862	-0.7197
1.1456	2.1152
-1.3204	-1.3204
-0.5609	2.7689
-0.9630	-0.0357
1.1675	-0.8657
-1.5441	3.4780
-0.9630	-0.0357
-2.1506	1.2522
-2.5100	-1.5827
-1.8250	-0.9707
-2.3607	-0.0086
0.6514	2.5340
1.1202	0.6507
2.7799	0.7467
2.8468	1.6679
2.7799	0.7467
-0.4688	1.8833
2.7799	0.7467
-1.1362	4.5457
-0.5217	-0.1952
-0.5609	2.7689
-1.2646	-1.2646
-2.3808	-1.4535
-0.2774	-0.2774
-0.5814	-0.5814
-0.5814	-0.5814
-0.5814	-0.5814
-0.5814	-0.5814
-0.5814	-0.5814
-0.5814	-0.5814
-0.9872	-0.9872
-0.9630	-0.0357
-1.3204	-1.3204
-1.4318	1.8476
-1.4318	1.8476
-1.4318	1.8476
-1.3204	-1.3204
-1.4318	1.8476
-1.6268	-1.6617
-2.5124	0.7670
-0.9352	1.4169
0.6666	0.7020
0.6666	0.7020
0.6666	0.7020
0.6666	0.7020
0.6666	0.7020
0.6666	0.7020
0.6666	0.7020
0.6666	0.7020
0.2383	0.2737
0.7335	1.6232
-1.3275	-1.0351
-2.1379	-0.4576
-2.1379	-0.4576
-2.3844	-2.4169
0.3892	0.4246
0.0669	0.9212
-1.7867	0.5654
-0.5814	-0.5814
0.3694	1.2591
0.9332	3.0015
-0.5738	0.3889
-0.5738	0.3889
0.1717	3.9044
-1.1490	-0.8225
-1.9502	-1.0229
-0.9872	-0.9872
2.9766	1.5059
4.7251	4.6829
4.2563	6.5662
-0.5814	-0.5814
-1.3597	-0.4324
1.4193	3.0487
-0.7054	4.5616
-0.2626	2.2129
-0.7843	-1.2269
-1.2646	-1.2646
-1.2493	-1.2493
-1.7334	0.6187
-1.2646	-1.2646
-0.1623	-0.6049
-2.3469	-1.4196
0.0062	0.5610
-0.5814	-0.5814
-0.7272	-0.7272
-0.3940	-0.3940
-0.3940	-0.3940
-0.9872	-0.9872
0.1435	3.4733
-0.4688	1.8833
-0.5814	-0.5814
-2.3607	-0.0086
